Year,Name,Code,Yield,Harvest area,region
1963,SOUTH DAKOTA,46,48,3164000,2
1962,SOUTH DAKOTA,46,42.5,2659000,2
1961,SOUTH DAKOTA,46,36.5,2741000,2
1960,SOUTH DAKOTA,46,35,3426000,2
1959,SOUTH DAKOTA,46,25,2488000,2
1958,SOUTH DAKOTA,46,28,3266000,2
1957,SOUTH DAKOTA,46,34.5,3542000,2
1956,SOUTH DAKOTA,46,29.5,3178000,2
1955,SOUTH DAKOTA,46,23.5,3035000,2
1954,SOUTH DAKOTA,46,30.5,3371000,2
1953,SOUTH DAKOTA,46,35.5,3566000,2
1952,SOUTH DAKOTA,46,29.5,3142000,2
1951,SOUTH DAKOTA,46,25,2880000,2
1950,SOUTH DAKOTA,46,28,3129000,2
1949,SOUTH DAKOTA,46,23.5,3266000,2
1948,SOUTH DAKOTA,46,37,3323000,2
1947,SOUTH DAKOTA,46,20,3454000,2
1946,SOUTH DAKOTA,46,31,3529000,2
1945,SOUTH DAKOTA,46,28,3437000,2
1944,SOUTH DAKOTA,46,34.3,3460000,2
1943,SOUTH DAKOTA,46,23.5,2799000,2
1942,SOUTH DAKOTA,46,33,2680000,2
1941,SOUTH DAKOTA,46,20,1973000,2
1940,SOUTH DAKOTA,46,19,2174000,2
1939,SOUTH DAKOTA,46,20.7,1975000,2
1938,SOUTH DAKOTA,46,13.5,2231000,2
1937,SOUTH DAKOTA,46,15.5,2191000,2
1936,SOUTH DAKOTA,46,7,447000,2
1935,SOUTH DAKOTA,46,15,2794000,2
1934,SOUTH DAKOTA,46,10.9,510000,2
1933,SOUTH DAKOTA,46,13,2527000,2
1932,SOUTH DAKOTA,46,15.5,3576000,2
1931,SOUTH DAKOTA,46,9,2525000,2
1930,SOUTH DAKOTA,46,16.5,3663000,2
1929,SOUTH DAKOTA,46,24.2,3493000,2
1928,SOUTH DAKOTA,46,21.5,3201000,2
1927,SOUTH DAKOTA,46,30,3784000,2
1926,SOUTH DAKOTA,46,19,2869000,2
1925,SOUTH DAKOTA,46,17.5,3237000,2
1924,SOUTH DAKOTA,46,20.6,3459000,2
1923,SOUTH DAKOTA,46,32,3703000,2
1922,SOUTH DAKOTA,46,28.5,3090000,2
1921,SOUTH DAKOTA,46,32,3266000,2
1920,SOUTH DAKOTA,46,30,3151000,2
1919,SOUTH DAKOTA,46,25.5,2756000,2
1918,SOUTH DAKOTA,46,30,3240000,2
1917,SOUTH DAKOTA,46,24,3350000,2
1916,SOUTH DAKOTA,46,24.5,3000000,2
1915,SOUTH DAKOTA,46,26,3250000,2
1914,SOUTH DAKOTA,46,22,3150000,2
1913,SOUTH DAKOTA,46,22.5,2825000,2
1912,SOUTH DAKOTA,46,26.5,2650000,2
1911,SOUTH DAKOTA,46,19.5,2350000,2
1910,SOUTH DAKOTA,46,21,2150000,2
1909,SOUTH DAKOTA,46,27.3,2068000,2
1908,SOUTH DAKOTA,46,26,1940000,2
1907,SOUTH DAKOTA,46,21.5,1850000,2
1906,SOUTH DAKOTA,46,30.5,1875000,2
1905,SOUTH DAKOTA,46,30.5,1830000,2
1904,SOUTH DAKOTA,46,23,1750000,2
1903,SOUTH DAKOTA,46,25,1700000,2
1902,SOUTH DAKOTA,46,19,1660000,2
1901,SOUTH DAKOTA,46,21,1450000,2
1900,SOUTH DAKOTA,46,27,1280000,2
1899,SOUTH DAKOTA,46,27.1,1225000,2
1898,SOUTH DAKOTA,46,28,1080000,2
1897,SOUTH DAKOTA,46,27,1070000,2
1896,SOUTH DAKOTA,46,30,1260000,2
1895,SOUTH DAKOTA,46,11,1180000,2
1894,SOUTH DAKOTA,46,4,375000,2
1893,SOUTH DAKOTA,46,30,910000,2
1892,SOUTH DAKOTA,46,27,835000,2
1891,SOUTH DAKOTA,46,27,980000,2
1890,SOUTH DAKOTA,46,13.5,850000,2
1889,SOUTH DAKOTA,46,17.5,786000,2
1888,SOUTH DAKOTA,46,25.5,630000,2
1887,SOUTH DAKOTA,46,27,611000,2
1886,SOUTH DAKOTA,46,21.5,636000,2
1885,SOUTH DAKOTA,46,29,509000,2
1884,SOUTH DAKOTA,46,30,446000,2
1883,SOUTH DAKOTA,46,20,259000,2
1882,SOUTH DAKOTA,46,25,179000,2
2018,TENNESSEE,47,168,690000,3
2017,TENNESSEE,47,171,710000,3
2016,TENNESSEE,47,151,830000,3
2015,TENNESSEE,47,160,730000,3
2014,TENNESSEE,47,168,840000,3
2013,TENNESSEE,47,156,810000,3
2012,TENNESSEE,47,85,960000,3
2011,TENNESSEE,47,131,735000,3
2010,TENNESSEE,47,117,640000,3
2009,TENNESSEE,47,148,590000,3
2008,TENNESSEE,47,118,630000,3
2007,TENNESSEE,47,106,790000,3
2006,TENNESSEE,47,125,500000,3
2005,TENNESSEE,47,130,595000,3
2004,TENNESSEE,47,140,615000,3
2003,TENNESSEE,47,131,620000,3
2002,TENNESSEE,47,107,610000,3
2001,TENNESSEE,47,132,610000,3
2000,TENNESSEE,47,114,580000,3
1999,TENNESSEE,47,102,570000,3
1998,TENNESSEE,47,96,620000,3
1997,TENNESSEE,47,102,620000,3
1996,TENNESSEE,47,116,650000,3
1995,TENNESSEE,47,118,540000,3
1994,TENNESSEE,47,116,570000,3
1993,TENNESSEE,47,84,550000,3
1992,TENNESSEE,47,124,640000,3
1991,TENNESSEE,47,86,510000,3
1990,TENNESSEE,47,86,510000,3
1989,TENNESSEE,47,107,530000,3
1988,TENNESSEE,47,73,530000,3
1987,TENNESSEE,47,91,580000,3
1986,TENNESSEE,47,74,770000,3
1985,TENNESSEE,47,98,810000,3
1984,TENNESSEE,47,95,690000,3
1983,TENNESSEE,47,48,480000,3
1983,TENNESSEE,47,48,495000,3
1983,TENNESSEE,47,48,47,3
1982,TENNESSEE,47,90,630000,3
1981,TENNESSEE,47,84,640000,3
1980,TENNESSEE,47,46,640000,3
1979,TENNESSEE,47,85,620000,3
1978,TENNESSEE,47,69,660000,3
1977,TENNESSEE,47,68,730000,3
1976,TENNESSEE,47,82,715000,3
1975,TENNESSEE,47,60,615000,3
1974,TENNESSEE,47,61,548000,3
1973,TENNESSEE,47,66,533000,3
1972,TENNESSEE,47,70,480000,3
1971,TENNESSEE,47,57,675000,3
1970,TENNESSEE,47,45,569000,3
1969,TENNESSEE,47,51,605000,3
1968,TENNESSEE,47,52,658000,3
1967,TENNESSEE,47,59,783000,3
1966,TENNESSEE,47,52,768000,3
1965,TENNESSEE,47,56,792000,3
1964,TENNESSEE,47,49,852000,3
1963,TENNESSEE,47,53,856000,3
1962,TENNESSEE,47,41,882000,3
1961,TENNESSEE,47,43,1002000,3
1960,TENNESSEE,47,39,1354000,3
1959,TENNESSEE,47,39,1412000,3
1958,TENNESSEE,47,38,1335000,3
1957,TENNESSEE,47,31,1311000,3
1956,TENNESSEE,47,32,1580000,3
1955,TENNESSEE,47,34,1643000,3
1954,TENNESSEE,47,20,1694000,3
1953,TENNESSEE,47,29.5,1694000,3
1952,TENNESSEE,47,20,1783000,3
1951,TENNESSEE,47,30,1899000,3
1950,TENNESSEE,47,32.5,2036000,3
1949,TENNESSEE,47,30.5,2039000,3
1948,TENNESSEE,47,32,2172000,3
1947,TENNESSEE,47,28.5,2106000,3
1946,TENNESSEE,47,29.5,2106000,3
1945,TENNESSEE,47,27,2046000,3
1944,TENNESSEE,47,22.4,2326000,3
1943,TENNESSEE,47,23.5,2508000,3
1942,TENNESSEE,47,27,2545000,3
1941,TENNESSEE,47,26,2562000,3
1940,TENNESSEE,47,25.5,2636000,3
1939,TENNESSEE,47,21.8,2532000,3
1938,TENNESSEE,47,25.5,2628000,3
1937,TENNESSEE,47,24,2714000,3
1936,TENNESSEE,47,21,2787000,3
1935,TENNESSEE,47,20,2735000,3
1934,TENNESSEE,47,21.2,2800000,3
1933,TENNESSEE,47,23.5,2912000,3
1932,TENNESSEE,47,20.3,2929000,3
1931,TENNESSEE,47,24,2922000,3
1930,TENNESSEE,47,14,2720000,3
1929,TENNESSEE,47,22.7,2693000,3
1928,TENNESSEE,47,19,2695000,3
1927,TENNESSEE,47,22.2,2779000,3
1926,TENNESSEE,47,25.2,2887000,3
1925,TENNESSEE,47,18.5,3023000,3
1924,TENNESSEE,47,21,2985000,3
1923,TENNESSEE,47,22.5,2897000,3
1922,TENNESSEE,47,22.2,3094000,3
1921,TENNESSEE,47,24.5,3354000,3
1920,TENNESSEE,47,26,3375000,3
1919,TENNESSEE,47,21.4,3301000,3
1918,TENNESSEE,47,21,3720000,3
1917,TENNESSEE,47,27.5,3875000,3
1916,TENNESSEE,47,24.5,3250000,3
1915,TENNESSEE,47,25,3380000,3
1914,TENNESSEE,47,22.5,3200000,3
1913,TENNESSEE,47,19,3200000,3
1912,TENNESSEE,47,24,3180000,3
1911,TENNESSEE,47,25,3250000,3
1910,TENNESSEE,47,24.5,3290000,3
1909,TENNESSEE,47,21.5,3170000,3
1908,TENNESSEE,47,25,3230000,3
1907,TENNESSEE,47,26,3350000,3
1906,TENNESSEE,47,28,3440000,3
1905,TENNESSEE,47,24.5,3380000,3
1904,TENNESSEE,47,25,3420000,3
1903,TENNESSEE,47,24,3440000,3
1902,TENNESSEE,47,22,3530000,3
1901,TENNESSEE,47,15,3320000,3
1900,TENNESSEE,47,20,3240000,3
1899,TENNESSEE,47,19.9,3401000,3
1898,TENNESSEE,47,25,3260000,3
1897,TENNESSEE,47,21,3310000,3
1896,TENNESSEE,47,21.5,3360000,3
1895,TENNESSEE,47,24.5,3540000,3
1894,TENNESSEE,47,22.5,3300000,3
1893,TENNESSEE,47,19.5,3180000,3
1892,TENNESSEE,47,21.5,3180000,3
1891,TENNESSEE,47,23,3120000,3
1890,TENNESSEE,47,19,3090000,3
1889,TENNESSEE,47,22.8,3090000,3
1888,TENNESSEE,47,21,3290000,3
1887,TENNESSEE,47,20,3260000,3
1886,TENNESSEE,47,20.5,3230000,3
1885,TENNESSEE,47,21,3260000,3
1884,TENNESSEE,47,20.5,3100000,3
1883,TENNESSEE,47,20.5,3075000,3
1882,TENNESSEE,47,24,2990000,3
1881,TENNESSEE,47,15.5,2820000,3
1880,TENNESSEE,47,21.5,2790000,3
1879,TENNESSEE,47,21.6,2905000,3
1878,TENNESSEE,47,21,2775000,3
1877,TENNESSEE,47,22,2825000,3
1876,TENNESSEE,47,23,2775000,3
1875,TENNESSEE,47,23.5,2750000,3
1874,TENNESSEE,47,17.5,2600000,3
1873,TENNESSEE,47,20.5,2550000,3
1872,TENNESSEE,47,22.5,2500000,3
1871,TENNESSEE,47,21,2450000,3
1870,TENNESSEE,47,24,2290000,3
1869,TENNESSEE,47,19,2200000,3
1868,TENNESSEE,47,23,2220000,3
1867,TENNESSEE,47,23.5,2090000,3
1866,TENNESSEE,47,21,1800000,3
2018,TEXAS,48,108,1750000,3
2017,TEXAS,48,140,2240000,3
2016,TEXAS,48,127,2550000,3
2015,TEXAS,48,135,1970000,3
2014,TEXAS,48,148,1990000,3
2013,TEXAS,48,136,1950000,3
2012,TEXAS,48,129,1550000,3
2011,TEXAS,48,91,1470000,3
2010,TEXAS,48,144,2080000,3
2009,TEXAS,48,124,1960000,3
2008,TEXAS,48,118,2030000,3
2007,TEXAS,48,148,1970000,3
2006,TEXAS,48,121,1450000,3
2005,TEXAS,48,114,1850000,3
2004,TEXAS,48,139,1680000,3
2003,TEXAS,48,118,1650000,3
2002,TEXAS,48,113,1790000,3
2001,TEXAS,48,118,1420000,3
2000,TEXAS,48,124,1900000,3
1999,TEXAS,48,129,1770000,3
1998,TEXAS,48,100,1850000,3
1997,TEXAS,48,138,1750000,3
1996,TEXAS,48,112,1770000,3
1995,TEXAS,48,114,1900000,3
1994,TEXAS,48,117,2040000,3
1993,TEXAS,48,115,1850000,3
1992,TEXAS,48,125,1620000,3
1991,TEXAS,48,110,1500000,3
1990,TEXAS,48,90,1450000,3
1989,TEXAS,48,106,1400000,3
1988,TEXAS,48,96,1350000,3
1987,TEXAS,48,107,1250000,3
1986,TEXAS,48,112,1330000,3
1985,TEXAS,48,105,1490000,3
1985,TEXAS,48,105,1500000,3
1985,TEXAS,48,105,104.3,3
1984,TEXAS,48,93,1550000,3
1984,TEXAS,48,93,1595000,3
1984,TEXAS,48,93,90.4,3
1983,TEXAS,48,97,1080000,3
1983,TEXAS,48,97,1094000,3
1983,TEXAS,48,97,95.8,3
1982,TEXAS,48,105,1140000,3
1982,TEXAS,48,105,1157000,3
1982,TEXAS,48,105,103.5,3
1981,TEXAS,48,117,1090000,3
1981,TEXAS,48,117,1110000,3
1981,TEXAS,48,117,114.9,3
1980,TEXAS,48,90,1300000,3
1980,TEXAS,48,90,1388000,3
1980,TEXAS,48,90,84.3,3
1979,TEXAS,48,105,1260000,3
1979,TEXAS,48,105,1281000,3
1979,TEXAS,48,105,103.3,3
1978,TEXAS,48,100,1440000,3
1978,TEXAS,48,100,1462000,3
1978,TEXAS,48,100,98.5,3
1977,TEXAS,48,98,1650000,3
1976,TEXAS,48,120,1550000,3
1975,TEXAS,48,103,1150000,3
1974,TEXAS,48,92,880000,3
1973,TEXAS,48,95,640000,3
1972,TEXAS,48,86,460000,3
1971,TEXAS,48,80,552000,3
1970,TEXAS,48,62,557000,3
1969,TEXAS,48,44,597000,3
1968,TEXAS,48,52,501000,3
1967,TEXAS,48,38,491000,3
1966,TEXAS,48,36,528000,3
1965,TEXAS,48,33,587000,3
1964,TEXAS,48,32,734000,3
1963,TEXAS,48,28,863000,3
1962,TEXAS,48,31,1052000,3
1961,TEXAS,48,30,1063000,3
1960,TEXAS,48,22,1251000,3
1959,TEXAS,48,28,1431000,3
1958,TEXAS,48,24.5,1658000,3
1957,TEXAS,48,24,1625000,3
1956,TEXAS,48,16.5,1593000,3
1955,TEXAS,48,24,1921000,3
1954,TEXAS,48,17.5,1736000,3
1953,TEXAS,48,17.5,1698000,3
1952,TEXAS,48,18.5,1993000,3
1951,TEXAS,48,18.5,2109000,3
1950,TEXAS,48,20,2848000,3
1949,TEXAS,48,21,2346000,3
1948,TEXAS,48,16,2411000,3
1947,TEXAS,48,16,2720000,3
1946,TEXAS,48,16.5,3019000,3
1945,TEXAS,48,15.5,3207000,3
1944,TEXAS,48,14.4,3750000,3
1943,TEXAS,48,16,4572000,3
1942,TEXAS,48,14.5,4615000,3
1941,TEXAS,48,15,4401000,3
1940,TEXAS,48,19.5,4565000,3
1939,TEXAS,48,16.1,4323000,3
1938,TEXAS,48,16,4725000,3
1937,TEXAS,48,16,4501000,3
1936,TEXAS,48,15,4512000,3
1935,TEXAS,48,19.5,4862000,3
1934,TEXAS,48,8.5,4480000,3
1933,TEXAS,48,13,5202000,3
1932,TEXAS,48,17.5,5506000,3
1931,TEXAS,48,17,4957000,3
1930,TEXAS,48,16,4444000,3
1929,TEXAS,48,16.3,4076000,3
1928,TEXAS,48,18,4287000,3
1927,TEXAS,48,19,4754000,3
1926,TEXAS,48,21,3481000,3
1925,TEXAS,48,11.5,2528000,3
1924,TEXAS,48,15,3625000,3
1923,TEXAS,48,16.5,4018000,3
1922,TEXAS,48,16,4748000,3
1921,TEXAS,48,18,5947000,3
1920,TEXAS,48,20,4794000,3
1919,TEXAS,48,23,4695000,3
1918,TEXAS,48,13,4750000,3
1917,TEXAS,48,11,4750000,3
1916,TEXAS,48,19,4700000,3
1915,TEXAS,48,21.5,4930000,3
1914,TEXAS,48,18,4400000,3
1913,TEXAS,48,22,4780000,3
1912,TEXAS,48,21,5130000,3
1911,TEXAS,48,11,5210000,3
1910,TEXAS,48,22,5320000,3
1909,TEXAS,48,14.7,5164000,3
1908,TEXAS,48,24,5190000,3
1907,TEXAS,48,22.5,5140000,3
1906,TEXAS,48,22.5,5030000,3
1905,TEXAS,48,22,4980000,3
1904,TEXAS,48,23.5,4830000,3
1903,TEXAS,48,25,4880000,3
1902,TEXAS,48,10,4880000,3
1901,TEXAS,48,13,4790000,3
1900,TEXAS,48,20,4830000,3
1899,TEXAS,48,21.9,5036000,3
1898,TEXAS,48,25,4660000,3
1897,TEXAS,48,18.5,4280000,3
1896,TEXAS,48,9.5,3860000,3
1895,TEXAS,48,25,4590000,3
1894,TEXAS,48,19,4060000,3
1893,TEXAS,48,18.5,3830000,3
1892,TEXAS,48,22.5,3760000,3
1891,TEXAS,48,21.5,3480000,3
1890,TEXAS,48,16.5,3080000,3
1889,TEXAS,48,22.4,3200000,3
1888,TEXAS,48,24,3550000,3
1887,TEXAS,48,20,3470000,3
1886,TEXAS,48,18,3460000,3
1885,TEXAS,48,24,3350000,3
1884,TEXAS,48,19,3250000,3
1883,TEXAS,48,20.5,3280000,3
1882,TEXAS,48,23,3120000,3
1881,TEXAS,48,12,2780000,3
1880,TEXAS,48,25,2770000,3
1879,TEXAS,48,11.8,2469000,3
1878,TEXAS,48,22.5,2470000,3
1877,TEXAS,48,20.5,2240000,3
1876,TEXAS,48,25,2000000,3
1875,TEXAS,48,18,1740000,3
1874,TEXAS,48,19,1570000,3
1873,TEXAS,48,16,1350000,3
1872,TEXAS,48,23,1250000,3
1871,TEXAS,48,16,1160000,3
1870,TEXAS,48,21,1000000,3
1869,TEXAS,48,25,940000,3
1868,TEXAS,48,22.5,880000,3
1867,TEXAS,48,25,750000,3
1866,TEXAS,48,20,670000,3
2018,UTAH,49,182,22000,4
2017,UTAH,49,176,20000,4
2016,UTAH,49,175,29000,4
2015,UTAH,49,173,17000,4
2014,UTAH,49,160,28000,4
2013,UTAH,49,170,31000,4
2012,UTAH,49,167,34000,4
2011,UTAH,49,164,30000,4
2010,UTAH,49,178,23000,4
2009,UTAH,49,150,17000,4
2008,UTAH,49,157,23000,4
2007,UTAH,49,150,22000,4
2006,UTAH,49,157,17000,4
2005,UTAH,49,163,12000,4
2004,UTAH,49,155,12000,4
2003,UTAH,49,155,13000,4
2002,UTAH,49,142,16000,4
2001,UTAH,49,142,15000,4
2000,UTAH,49,144,18000,4
1999,UTAH,49,143,20000,4
1998,UTAH,49,141,24000,4
1997,UTAH,49,147,20000,4
1996,UTAH,49,139,20000,4
1995,UTAH,49,100,20000,4
1994,UTAH,49,130,22000,4
1993,UTAH,49,130,22000,4
1992,UTAH,49,135,24000,4
1991,UTAH,49,140,21000,4
1990,UTAH,49,140,19000,4
1990,UTAH,49,140,20000,4
1990,UTAH,49,140,133,4
1989,UTAH,49,132,20000,4
1989,UTAH,49,132,21000,4
1989,UTAH,49,132,125.7,4
1988,UTAH,49,124,22000,4
1988,UTAH,49,124,23000,4
1988,UTAH,49,124,118.6,4
1987,UTAH,49,140,20000,4
1986,UTAH,49,125,18000,4
1985,UTAH,49,115,16000,4
1985,UTAH,49,115,17000,4
1985,UTAH,49,115,108.2,4
1984,UTAH,49,118,16000,4
1984,UTAH,49,118,18000,4
1984,UTAH,49,118,104.9,4
1983,UTAH,49,110,14000,4
1983,UTAH,49,110,17000,4
1983,UTAH,49,110,90.6,4
1982,UTAH,49,118,17000,4
1982,UTAH,49,118,19000,4
1982,UTAH,49,118,105.6,4
1981,UTAH,49,110,15000,4
1981,UTAH,49,110,18000,4
1981,UTAH,49,110,91.7,4
1980,UTAH,49,100,15000,4
1980,UTAH,49,100,18000,4
1980,UTAH,49,100,83.3,4
1979,UTAH,49,94,16000,4
1979,UTAH,49,94,18000,4
1979,UTAH,49,94,83.6,4
1978,UTAH,49,90,16000,4
1978,UTAH,49,90,18000,4
1978,UTAH,49,90,80,4
1977,UTAH,49,89,13000,4
1977,UTAH,49,89,15000,4
1977,UTAH,49,89,77.1,4
1976,UTAH,49,90,15000,4
1976,UTAH,49,90,17000,4
1976,UTAH,49,90,79.4,4
1975,UTAH,49,86,15000,4
1975,UTAH,49,86,17000,4
1975,UTAH,49,86,75.9,4
1974,UTAH,49,80,14000,4
1973,UTAH,49,88,13000,4
1972,UTAH,49,92,8000,4
1971,UTAH,49,78,15000,4
1970,UTAH,49,90,10000,4
1969,UTAH,49,85,6000,4
1968,UTAH,49,70,3000,4
1967,UTAH,49,76,3000,4
1966,UTAH,49,80,2000,4
1965,UTAH,49,75,3000,4
1964,UTAH,49,70,3000,4
1963,UTAH,49,70,2000,4
1962,UTAH,49,63,3000,4
1961,UTAH,49,68,3000,4
1960,UTAH,49,64,3000,4
1959,UTAH,49,65.5,5000,4
1958,UTAH,49,55,3000,4
1957,UTAH,49,45,5000,4
1956,UTAH,49,54,3000,4
1955,UTAH,49,43,3000,4
1954,UTAH,49,56.5,3000,4
1953,UTAH,49,55,4000,4
1952,UTAH,49,46,4000,4
1951,UTAH,49,41,5000,4
1950,UTAH,49,50,5000,4
1949,UTAH,49,31.3,5000,4
1948,UTAH,49,28,5000,4
1947,UTAH,49,38,5000,4
1946,UTAH,49,29,5000,4
1945,UTAH,49,36,5000,4
1944,UTAH,49,30.9,5000,4
1943,UTAH,49,32.5,7000,4
1942,UTAH,49,35,6000,4
1941,UTAH,49,30,8000,4
1940,UTAH,49,29,10000,4
1939,UTAH,49,25.2,9000,4
1938,UTAH,49,26,11000,4
1937,UTAH,49,27,11000,4
1936,UTAH,49,26,11000,4
1935,UTAH,49,21.5,11000,4
1934,UTAH,49,17,5000,4
1933,UTAH,49,23,6000,4
1932,UTAH,49,28,9000,4
1931,UTAH,49,22,8000,4
1930,UTAH,49,32,7000,4
1929,UTAH,49,32,7000,4
1928,UTAH,49,29,6000,4
1927,UTAH,49,25,6000,4
1926,UTAH,49,24,6000,4
1925,UTAH,49,24,7000,4
1924,UTAH,49,23,7000,4
1923,UTAH,49,24.9,8000,4
1922,UTAH,49,24.4,7000,4
1921,UTAH,49,20,8000,4
1920,UTAH,49,25,12000,4
1919,UTAH,49,19.2,14000,4
1918,UTAH,49,22.5,24000,4
1917,UTAH,49,23,20000,4
1916,UTAH,49,23,14000,4
1915,UTAH,49,22,13000,4
1914,UTAH,49,25,12000,4
1913,UTAH,49,24,11000,4
1912,UTAH,49,23.5,11000,4
1911,UTAH,49,23,10000,4
1910,UTAH,49,23,8000,4
1909,UTAH,49,23.4,8000,4
1908,UTAH,49,22,10000,4
1907,UTAH,49,21.5,10000,4
1906,UTAH,49,23.5,10000,4
1905,UTAH,49,24,10000,4
1904,UTAH,49,23.5,10000,4
1903,UTAH,49,22,11000,4
1902,UTAH,49,21,11000,4
1901,UTAH,49,21.5,11000,4
1900,UTAH,49,22,11000,4
1899,UTAH,49,21.7,11000,4
1898,UTAH,49,21,12000,4
1897,UTAH,49,22,12000,4
1896,UTAH,49,20.5,12000,4
1895,UTAH,49,21,13000,4
1894,UTAH,49,19,13000,4
1893,UTAH,49,21.5,12000,4
1892,UTAH,49,18,11000,4
1891,UTAH,49,19,13000,4
1890,UTAH,49,17,13000,4
1889,UTAH,49,14.7,13000,4
1888,UTAH,49,20,13000,4
1887,UTAH,49,21.5,13000,4
1886,UTAH,49,20,13000,4
1885,UTAH,49,23.5,14000,4
1884,UTAH,49,17,13000,4
1883,UTAH,49,21,13000,4
1882,UTAH,49,21,13000,4
1966,VERMONT,50,76,1000,1
1965,VERMONT,50,73,1000,1
1964,VERMONT,50,69,1000,1
1963,VERMONT,50,69,1000,1
1962,VERMONT,50,70,1000,1
1961,VERMONT,50,64,1000,1
1960,VERMONT,50,62,1000,1
1959,VERMONT,50,63,1000,1
1958,VERMONT,50,61,1000,1
1957,VERMONT,50,60,1000,1
1956,VERMONT,50,50,1000,1
1955,VERMONT,50,55,1000,1
1954,VERMONT,50,51,1000,1
1953,VERMONT,50,50,1000,1
1952,VERMONT,50,49,2000,1
1951,VERMONT,50,47,3000,1
1950,VERMONT,50,48,3000,1
1949,VERMONT,50,48,2000,1
1948,VERMONT,50,44,2000,1
1947,VERMONT,50,41,2000,1
1946,VERMONT,50,41,3000,1
1945,VERMONT,50,38,3000,1
1944,VERMONT,50,39.5,4000,1
1943,VERMONT,50,40,4000,1
1942,VERMONT,50,41,4000,1
1941,VERMONT,50,39,4000,1
1940,VERMONT,50,35,4000,1
1939,VERMONT,50,38,8000,1
1938,VERMONT,50,38,10000,1
1937,VERMONT,50,38,8000,1
1936,VERMONT,50,37,10000,1
1935,VERMONT,50,37,13000,1
1934,VERMONT,50,38,13000,1
1933,VERMONT,50,39,12000,1
1932,VERMONT,50,41,10000,1
1931,VERMONT,50,42,8000,1
1930,VERMONT,50,42,6000,1
1929,VERMONT,50,39,6000,1
1928,VERMONT,50,41,5000,1
1927,VERMONT,50,39,7000,1
1926,VERMONT,50,43,6000,1
1925,VERMONT,50,38,10000,1
1924,VERMONT,50,40,8000,1
1923,VERMONT,50,35,9000,1
1922,VERMONT,50,40,14000,1
1921,VERMONT,50,46,17000,1
1920,VERMONT,50,44,19000,1
1919,VERMONT,50,44,21000,1
1918,VERMONT,50,35,75000,1
1917,VERMONT,50,38,83000,1
1916,VERMONT,50,40,71000,1
1915,VERMONT,50,43,82000,1
1914,VERMONT,50,43.5,80000,1
1913,VERMONT,50,35,82000,1
1912,VERMONT,50,37,82000,1
1911,VERMONT,50,40,86000,1
1910,VERMONT,50,42,85000,1
1909,VERMONT,50,36,84000,1
1908,VERMONT,50,44.5,80000,1
1907,VERMONT,50,40,79000,1
1906,VERMONT,50,42.5,82000,1
1905,VERMONT,50,41.5,86000,1
1904,VERMONT,50,42.5,89000,1
1903,VERMONT,50,30.5,91000,1
1902,VERMONT,50,26,88000,1
1901,VERMONT,50,45,88000,1
1900,VERMONT,50,45,88000,1
1899,VERMONT,50,38.3,87000,1
1898,VERMONT,50,43,84000,1
1897,VERMONT,50,35,82000,1
1896,VERMONT,50,43,88000,1
1895,VERMONT,50,45.5,85000,1
1894,VERMONT,50,41,81000,1
1893,VERMONT,50,43,79000,1
1892,VERMONT,50,42.5,77000,1
1891,VERMONT,50,43,78000,1
1890,VERMONT,50,38,74000,1
1889,VERMONT,50,40.7,75000,1
1888,VERMONT,50,31.5,75000,1
1887,VERMONT,50,43,76000,1
1886,VERMONT,50,41,77000,1
1885,VERMONT,50,40.5,75000,1
1884,VERMONT,50,38.5,73000,1
1883,VERMONT,50,37.5,71000,1
1882,VERMONT,50,38.5,68000,1
1881,VERMONT,50,39.5,66000,1
1880,VERMONT,50,37,67000,1
1879,VERMONT,50,36.5,65000,1
1878,VERMONT,50,38,64000,1
1877,VERMONT,50,39,63000,1
1876,VERMONT,50,38,57000,1
1875,VERMONT,50,37,57000,1
1874,VERMONT,50,36,56000,1
1873,VERMONT,50,37.5,58000,1
1872,VERMONT,50,41,60000,1
1871,VERMONT,50,35.5,60000,1
1870,VERMONT,50,39.5,60000,1
1869,VERMONT,50,34,57000,1
1868,VERMONT,50,40.5,57000,1
1867,VERMONT,50,39,55000,1
1866,VERMONT,50,34,58000,1
2018,VIRGINIA,51,146,325000,3
2017,VIRGINIA,51,140,340000,3
2016,VIRGINIA,51,148,340000,3
2015,VIRGINIA,51,161,300000,3
2014,VIRGINIA,51,145,350000,3
2013,VIRGINIA,51,154,360000,3
2012,VIRGINIA,51,103,350000,3
2011,VIRGINIA,51,118,340000,3
2010,VIRGINIA,51,67,310000,3
2009,VIRGINIA,51,131,330000,3
2008,VIRGINIA,51,108,340000,3
2007,VIRGINIA,51,86,405000,3
2006,VIRGINIA,51,120,345000,3
2005,VIRGINIA,51,118,360000,3
2004,VIRGINIA,51,145,360000,3
2003,VIRGINIA,51,115,330000,3
2002,VIRGINIA,51,68,325000,3
2001,VIRGINIA,51,123,330000,3
2000,VIRGINIA,51,146,330000,3
1999,VIRGINIA,51,78,280000,3
1998,VIRGINIA,51,84,300000,3
1997,VIRGINIA,51,93,325000,3
1996,VIRGINIA,51,126,310000,3
1995,VIRGINIA,51,111,275000,3
1994,VIRGINIA,51,98,350000,3
1993,VIRGINIA,51,60,285000,3
1992,VIRGINIA,51,116,360000,3
1991,VIRGINIA,51,84,335000,3
1990,VIRGINIA,51,100,365000,3
